"","x"
"1",-0.0557024825350303
"2",-1.35150273584329
"3",-2.29761949143543
"4",-0.436433582841942
"5",-0.513055346900599
"6",-2.64470550825235
"7",-1.6541893721401
"8",-2.09729925544326
"9",-3.49339723870766
"10",-2.42544129887323
"11",0.896705439083529
"12",2.60566908901705
"13",1.13723501263433
"14",-1.06412057969374
"15",0.456456340826966
"16",1.77084356146585
"17",0.117509436728706
"18",-1.46720527743853
"19",-0.0819020740251157
"20",-0.717143096046501
"21",-2.16405992445078
"22",-3.11354493374625
"23",1.04417554444148
"24",1.3372493909026
"25",0.149875792293807
"26",-1.71969547072513
"27",0.0194202996594073
"28",2.30361889179643
"29",0.611506627366476
"30",-1.13574134435377
"31",-0.393681311378769
"32",-3.97382474881652
"33",-4.26226124155711
"34",-3.68600717092126
"35",1.0742902499812
"36",0.541478317780687
"37",1.15710930832217
"38",-0.37469228569402
"39",0.285219625515848
"40",1.17212925034542
"41",0.736916135479265
"42",-2.49623156862056
"43",-2.29648952611701
"44",-1.20456850820601
"45",0.766951852196188
"46",-2.45436073820976
"47",1.64511240328508
"48",0.435885975246438
"49",1.37461164235165
"50",-1.08355254961758
"51",-1.31109828866017
"52",0.552630825349794
"53",0.370875558880611
"54",-1.12252430661778
"55",-1.18272690237562
"56",-1.44081549319876
"57",-2.44518193083568
"58",-2.39809360675111
"59",1.70052167701663
"60",1.01638689191228
"61",1.690230554029
"62",0.152990462972701
"63",0.227164859157176
"64",0.108646279021734
"65",0.202480353101179
"66",-1.25103315031661
"67",-0.268013737571556
"68",-1.71174820986313
"69",-0.173017253640656
"70",-2.29366271385904
"71",1.34603554733422
"72",-0.443334905407301
"73",1.73479417589699
"74",-0.264540774358258
"75",0.595911061322277
"76",0.597114797999591
"77",0.4147928672822
"78",-0.986581867527304
"79",-2.0726648480406
"80",-4.48966617804596
"81",-3.25574657290387
"82",-2.70091847381735
"83",-1.04902709538676
"84",-0.404023708933685
"85",-0.0322986995924774
"86",0.0968875444562338
"87",0.434279881300831
"88",0.662290807716716
"89",0.143788827973798
"90",0.0401014134193637
"91",1.57832731702187
"92",-1.61662280308012
"93",-3.13018082068048
"94",-3.95714636141768
"95",-1.94520344114559
"96",-2.55993274004857
"97",-1.15714640207269
"98",-1.11309224135967
"99",-0.635259403482922
"100",1.59103943885285
"101",0.422899660250817
"102",-2.63948281964161
"103",-2.06760013914387
"104",-3.34554941226734
"105",-3.04132483504641
"106",-3.02243951356658
"107",-0.276960645797819
"108",0.410991777368828
"109",0.56631519790486
"110",1.09067501173252
"111",1.51868795908282
"112",2.27643184176182
"113",0.267758822852537
"114",0.712570244536127
"115",2.43210440833139
"116",0.546791639150815
"117",-0.441720813684322
"118",-1.64583399832425
"119",0.953688259666903
"120",-0.700965686728946
"121",1.79339036025327
"122",0.806844784125856
"123",-1.49889863863032
"124",-0.728060242978752
"125",-0.630005130893825
"126",-1.15340538897796
"127",0.381823364945556
"128",-1.06076652273858
"129",-2.37286158706192
"130",-3.34798946944041
"131",-0.151492351598447
"132",0.156419260574967
"133",2.49425292562101
"134",1.69416233966267
"135",0.370433992736908
"136",-0.0910568533586414
"137",-0.657050406971063
"138",0.671920126251122
"139",2.65781475170462
"140",0.370420151823561
"141",0.0721937318065745
"142",-0.460840958080596
"143",0.320602539859756
"144",-0.255024461052714
"145",2.16714529702693
"146",2.07210064563161
"147",-0.927951172678318
"148",-1.33905736168149
"149",-0.375946696835263
"150",-0.147916965655194
"151",0.157641899796246
"152",-0.731131408723727
"153",-1.47547090847571
"154",-1.99964326021606
"155",0.535546397074267
"156",0.80769261842603
"157",3.1857855417307
"158",1.65089560395791
"159",-0.90842353766301
"160",0.733966661051152
"161",0.318739948009675
"162",2.08567491751983
"163",2.25231390123574
"164",1.47924674807317
"165",0.821263223940974
"166",-1.22233847469994
"167",0.922230386409535
"168",-0.553401508151112
"169",0.0536909296042664
"170",1.78050342076424
"171",-0.100033180795426
"172",-1.6194375287619
"173",-1.60509904867229
"174",-1.3537988014729
"175",0.70835234297454
"176",-0.856981206874026
"177",-1.82970471840612
"178",-4.06550330498205
"179",-1.51591267320175
"180",1.93940508759403
"181",3.62934373818467
"182",3.29654335335889
"183",1.27571599188564
"184",1.99604302631394
"185",1.07751707672314
"186",1.65858926385621
