"","x"
"1",0
"2",0.298538339990644
"3",1.66174730342155
"4",2.29555070894883
"5",2.75797071357499
"6",2.38956533316109
"7",2.1851929392933
"8",3.47578746165613
"9",3.08176465010186
"10",4.02256397180677
"11",4.65287850737383
"12",4.32249401079206
"13",3.73203123852521
"14",2.55664672836934
"15",3.20472924020989
"16",2.1081542119996
"17",-0.0677567326367634
"18",0.366660626636691
"19",1.84617829108015
"20",2.38806496580952
"21",2.79933530222339
"22",2.0169066566676
"23",1.73888320959373
"24",0.754833271184789
"25",-0.194989430369202
"26",-0.130380636197941
"27",-0.96995395435253
"28",-1.29385610833268
"29",-1.64181390698364
"30",-0.804571463559114
"31",-0.188732155673166
"32",-1.43516751376131
"33",-2.00008193860742
"34",-3.09193341409661
"35",-3.65826691755829
"36",-2.53598967985223
"37",-0.647640707324419
"38",1.9611653973482
"39",3.15255821827622
"40",2.2190509555069
"41",3.06393116333498
"42",2.44864447333579
"43",0.926871305325166
"44",0.339608674773322
"45",0.498484767991921
"46",0.993019261097969
"47",2.75930762359833
"48",6.06732845706325
"49",6.74795909426234
"50",6.63615132774454
"51",7.5247931610178
"52",7.95741592185481
"53",8.89928159321413
"54",8.76408884782943
"55",8.01184137787405
"56",6.55831043894205
"57",6.39753947033051
"58",8.65150128268198
"59",11.8300130754987
"60",12.8860704208585
"61",13.6297770369356
"62",14.5448757176672
"63",16.3824121419674
"64",17.0878986780303
"65",15.9173429923453
"66",14.2231569096077
"67",12.6234601918165
"68",11.4172214004753
"69",11.9080604519764
"70",13.486114408224
"71",13.8424507599702
"72",14.5501447173247
"73",15.7824807693191
"74",15.8309110265103
"75",18.2108669684545
"76",20.1844513134892
"77",22.114181127815
"78",24.8359712235278
"79",26.8004381810835
"80",27.8028756865508
"81",29.5772559238332
"82",31.7582685679855
"83",33.1289334549194
"84",34.2977131112296
"85",34.6493340698841
"86",35.2194706851783
"87",36.3230458673805
"88",35.7598891225932
"89",33.9008695612455
"90",34.1456736618383
"91",35.0456707379642
"92",34.5965345087062
"93",34.4799671246184
"94",35.108037611393
"95",34.3984121533037
"96",33.8319917836902
"97",33.230496069611
"98",32.7769043606709
"99",31.1935021416173
"100",29.0582367653324
"101",28.6704300064739
"102",28.7690953981268
"103",27.7973943170106
"104",26.9121107424308
"105",27.8971902551758
"106",27.9549364086878
"107",28.3582712393127
"108",29.4267751998444
"109",29.4972834117488
"110",29.0246583524207
"111",29.846414880896
"112",31.4448876832818
"113",31.2516677551472
"114",31.3767956414648
"115",30.9962633588627
"116",28.5017337408146
"117",28.5436785632986
"118",29.0559991017589
"119",30.5686825983165
"120",32.1451552178572
"121",31.8356273404511
"122",32.4405719488536
"123",33.0274444517284
"124",33.1496056338078
"125",34.5791104244775
"126",37.4927210893781
"127",40.0409555278077
"128",41.0169618623328
"129",40.4152937623986
"130",40.7755528207466
"131",41.4741534030937
"132",41.2229784240513
"133",40.6758555166359
"134",41.5248365244148
"135",42.8316315262014
"136",42.4892619506918
"137",43.3869172172611
"138",46.3372770955526
"139",48.7248142931166
"140",47.7755895400531
"141",48.339262423316
"142",48.1110385597432
"143",45.1943746539345
"144",43.1034141744266
"145",41.5981798339905
"146",38.9419977921992
"147",37.0037634455928
"148",36.350550949953
"149",35.9473917329422
"150",35.1677869138872
"151",35.3979209767676
"152",36.2497158033718
"153",36.9230011264611
"154",37.5294493071561
"155",36.6387818902111
"156",35.5679497199354
"157",34.9563745507316
"158",34.8335410178268
"159",34.5902376353529
"160",32.7210299906269
"161",34.0167750132479
"162",34.6263572914368
"163",34.8866307155973
"164",36.3247349478845
"165",35.0178081111362
"166",33.1999008569367
"167",32.4419283310186
"168",30.9665269740444
"169",31.2087133784348
"170",34.5772539473837
"171",37.4818346834893
"172",38.4155806456162
"173",39.8416489188434
"174",42.0122159044164
"175",41.9514957332661
"176",39.073823444009
"177",38.0789074329328
"178",38.6385128763214
"179",38.9605008970769
"180",38.3285671378624
"181",38.8612021897121
"182",39.1263113507489
"183",40.0739500027669
"184",40.9251775707834
"185",43.1224120589963
"186",45.302675556132
"187",44.2948997937809
"188",43.8115933576245
"189",43.3531692087364
"190",42.8882016162604
"191",42.5301724101126
"192",42.3035366978112
"193",43.4188407486741
"194",42.2994023428225
"195",41.8526541644325
"196",41.8962408162326
"197",41.3645693722288
"198",40.9878797568065
"199",40.3922583378774
"200",39.4146453168546
"201",38.5267442995427
