"","x"
"1",16.6161009087465
"2",6.80097712297635
"3",8.88816736999974
"4",0.0265947650588396
"5",10.315544206614
"6",16.1414672666227
"7",17.6634420632616
"8",3.34983545722907
"9",12.4885239094498
"10",5.05524788314799
"11",22.3387216417651
"12",14.5972271763798
"13",20.26030300561
"14",8.06594821457076
"15",5.02743431019234
"16",3.19631455404394
"17",14.0023856111761
"18",19.9123506430781
"19",14.0119146209468
"20",11.4979999526332
"21",7.29028578962543
"22",3.12435918212429
"23",5.93233864812195
"24",18.7986077721764
"25",13.1654969344516
"26",22.588414674552
"27",10.6998268357705
"28",7.21898883769745
"29",11.4635591095221
"30",5.27941189319538
"31",3.27276429029267
"32",11.816922788136
"33",6.82469339468257
"34",10.9862967828886
"35",10.7444134773258
"36",13.2502231948358
"37",10.2329373855976
"38",5.91175578751907
"39",14.1348331543633
"40",13.4313549036682
"41",6.00494122326273
"42",17.5419220831542
"43",8.25640220182794
"44",18.4181359619958
"45",13.1819575457471
"46",-0.476925850852533
"47",15.3075983058264
"48",6.27269420613534
"49",-0.393131339910951
"50",8.05686330631986
"51",7.46153690249392
"52",7.42556455805856
"53",9.64679960663277
"54",-0.406884621892813
"55",11.7550234202642
"56",12.4172973142449
"57",11.3111312132485
"58",14.073157911988
"59",13.2543941182593
"60",10.6589709181122
"61",13.6963318213066
"62",12.4233843341189
"63",14.2492577942064
"64",20.5185013677931
"65",8.8473163834736
"66",16.081338268583
"67",4.50027114961945
"68",15.3798534819718
"69",12.7846719167335
"70",6.03103387423045
"71",9.96344053471527
"72",8.0174895291967
"73",7.09041965988886
"74",16.9833363988436
"75",21.4982607776816
"76",13.2179433296461
"77",12.2524952744644
"78",23.2650752282721
"79",8.1118045216138
"80",9.7287882541526
"81",13.1809371578597
"82",18.2850017604376
"83",13.6853555426322
"84",16.3256112612327
"85",13.723433640749
"86",11.4148741298177
"87",12.5137759468289
"88",14.9999095458057
"89",12.4645025260304
"90",4.79845965441295
"91",6.33725413290996
"92",21.0120265054813
"93",17.4421095702542
"94",8.39991539389864
"95",19.8905689105781
"96",14.5893483720833
"97",17.0393714241391
"98",14.9198387086803
"99",12.7917218908279
"100",14.0662077879407
"101",10.2449208411953
"102",17.0891729181262
"103",10.3133262606819
"104",9.54493672810097
"105",4.48268100915541
"106",14.9311588138809
"107",16.9996533524187
"108",17.858940390919
"109",16.8731348547426
"110",8.63157104499286
"111",17.791531309167
"112",14.4530854528384
"113",12.0540028668902
"114",15.804078471791
"115",16.3734517104426
"116",16.5162352650122
"117",18.511362927551
"118",17.1263247340164
"119",19.0672235619395
"120",24.6068996526554
"121",18.3060779835001
"122",27.5358460257921
"123",19.6742092361759
"124",18.9014519110718
"125",20.1020974477295
"126",28.5608561083952
"127",20.0623977207704
"128",14.7826728014982
"129",15.8705273977937
"130",18.6936709713245
"131",26.9273908075789
"132",15.573703005462
"133",8.74588566675335
"134",21.5217817959082
"135",8.30757938216882
"136",19.2753048014188
"137",30.6880395811865
"138",28.4939064091724
"139",26.2310837014034
"140",22.7718928834756
"141",21.7218647592976
"142",24.2971707192684
"143",24.1806203724415
"144",23.0718734640603
"145",18.5957814552914
"146",26.5920763748225
"147",17.281372653776
"148",18.6840269190151
"149",26.6078851716236
"150",27.2430433844302
"151",24.6756208668731
"152",19.1719891446369
"153",28.3836885486983
"154",18.1490391463141
"155",26.1311833123335
"156",24.8319505579765
"157",27.9143533782886
"158",30.5959484616701
"159",32.4760344230938
"160",28.227008316407
"161",32.6464573307952
"162",31.9111276777179
"163",35.5987355287181
"164",34.7907871347967
"165",35.9942639432071
"166",28.8249370566074
"167",34.2490935781094
"168",27.2109178361533
"169",36.4013848756873
"170",28.5429597230368
"171",37.8175794223707
"172",30.4049025485141
"173",37.3566341793718
"174",46.0254295075859
"175",44.0790157721498
"176",35.6551515565754
"177",37.6585957142703
"178",35.6737344726953
"179",38.8158231300015
"180",47.8978063784265
"181",49.7530572601927
"182",40.765522387299
"183",37.9201595168833
"184",39.4438697786561
"185",46.9392877968493
"186",54.4917586633076
"187",46.167759161456
"188",38.7185494541684
"189",46.1074836905407
"190",48.7785455683772
"191",57.0105474443542
"192",52.2781415873214
"193",58.7131993553895
"194",52.7784449840295
"195",58.7526018103546
"196",44.9104597821755
"197",60.5806725125341
"198",54.7171054727261
"199",51.7311965346948
"200",54.3752619736939
"201",57.1943206863147
"202",51.8826426134188
"203",67.8264418717336
"204",66.3158935488816
"205",62.4857121511086
"206",65.3990363713434
"207",52.2140444471573
"208",64.9117199736222
"209",67.4420315652793
"210",79.8226702600784
"211",71.2033529400649
"212",69.1785824274857
"213",67.7571842885213
"214",74.4785040923882
"215",79.2411953229253
"216",83.6046307454239
"217",79.1737822533285
"218",80.5896733343939
"219",75.6984236461695
"220",84.0928842919835
"221",85.4059384237546
"222",93.5483902790631
"223",91.4656467913185
"224",85.8975850967116
"225",82.8883173399125
"226",83.4456576012235
"227",90.9586492038267
"228",96.5345341448885
"229",92.6581252031574
"230",101.620815713402
"231",99.5935478414457
"232",91.6586931386583
"233",95.4167256507304
"234",99.0119581084822
"235",102.533107365969
